properties{
  x = 0,
  y = 0,
  width = 640,
  height = 1200,
  min_layer = 0,
  max_layer = 2,
  world = "foret de jade",
  tileset = "out/outside_main",
  music = "lost_woods",
}

tile{
  layer = 0,
  x = 0,
  y = 0,
  width = 640,
  height = 1216,
  pattern = "14667",
}

tile{
  layer = 0,
  x = 280,
  y = 1088,
  width = 8,
  height = 48,
  pattern = "1402",
}

tile{
  layer = 0,
  x = 344,
  y = 1128,
  width = 8,
  height = 8,
  pattern = "1415",
}

tile{
  layer = 0,
  x = 288,
  y = 1128,
  width = 8,
  height = 8,
  pattern = "1414",
}

tile{
  layer = 0,
  x = 344,
  y = 1088,
  width = 8,
  height = 8,
  pattern = "1416",
}

tile{
  layer = 0,
  x = 288,
  y = 1088,
  width = 8,
  height = 8,
  pattern = "1413",
}

tile{
  layer = 0,
  x = 352,
  y = 1088,
  width = 8,
  height = 48,
  pattern = "1403",
}

tile{
  layer = 0,
  x = 160,
  y = 1008,
  width = 8,
  height = 8,
  pattern = "1409",
}

tile{
  layer = 0,
  x = 120,
  y = 1008,
  width = 8,
  height = 8,
  pattern = "1408",
}

tile{
  layer = 0,
  x = 120,
  y = 944,
  width = 8,
  height = 64,
  pattern = "1412",
}

tile{
  layer = 0,
  x = 120,
  y = 936,
  width = 8,
  height = 8,
  pattern = "1407",
}

tile{
  layer = 0,
  x = 160,
  y = 944,
  width = 8,
  height = 64,
  pattern = "1411",
}

tile{
  layer = 0,
  x = 120,
  y = 1016,
  width = 48,
  height = 8,
  pattern = "1401",
}

tile{
  layer = 0,
  x = 160,
  y = 936,
  width = 8,
  height = 8,
  pattern = "1410",
}

tile{
  layer = 0,
  x = 120,
  y = 928,
  width = 48,
  height = 8,
  pattern = "1400",
}

tile{
  layer = 0,
  x = 160,
  y = 1184,
  width = 8,
  height = 24,
  pattern = "1364",
}

tile{
  layer = 0,
  x = 128,
  y = 1184,
  width = 32,
  height = 8,
  pattern = "1371",
}

tile{
  layer = 0,
  x = 120,
  y = 1184,
  width = 8,
  height = 24,
  pattern = "1363",
}

tile{
  layer = 0,
  x = 0,
  y = 1192,
  width = 8,
  height = 8,
  pattern = "1409",
}

tile{
  layer = 0,
  x = 0,
  y = 984,
  width = 8,
  height = 208,
  pattern = "1411",
}

tile{
  layer = 0,
  x = 0,
  y = 976,
  width = 8,
  height = 8,
  pattern = "1410",
}

tile{
  layer = 0,
  x = 120,
  y = 1184,
  width = 8,
  height = 8,
  pattern = "1416",
}

tile{
  layer = 0,
  x = 0,
  y = 1192,
  width = 8,
  height = 8,
  pattern = "1413",
}

tile{
  layer = 0,
  x = 120,
  y = 1104,
  width = 8,
  height = 40,
  pattern = "2205",
}

tile{
  layer = 0,
  x = 72,
  y = 1144,
  width = 48,
  height = 8,
  pattern = "2203",
}

tile{
  layer = 0,
  x = 72,
  y = 1104,
  width = 48,
  height = 40,
  pattern = "2202",
}

tile{
  layer = 0,
  x = 64,
  y = 1104,
  width = 8,
  height = 40,
  pattern = "2204",
}

tile{
  layer = 0,
  x = 32,
  y = 968,
  width = 8,
  height = 40,
  pattern = "2205",
}

tile{
  layer = 0,
  x = -16,
  y = 1008,
  width = 48,
  height = 8,
  pattern = "2203",
}

tile{
  layer = 0,
  x = -16,
  y = 968,
  width = 48,
  height = 40,
  pattern = "2202",
}

tile{
  layer = 0,
  x = -24,
  y = 968,
  width = 8,
  height = 40,
  pattern = "2204",
}

tile{
  layer = 0,
  x = 80,
  y = 968,
  width = 8,
  height = 40,
  pattern = "2205",
}

tile{
  layer = 0,
  x = 32,
  y = 1008,
  width = 48,
  height = 8,
  pattern = "2203",
}

tile{
  layer = 0,
  x = 32,
  y = 968,
  width = 48,
  height = 40,
  pattern = "2202",
}

tile{
  layer = 0,
  x = 24,
  y = 968,
  width = 8,
  height = 40,
  pattern = "2204",
}

tile{
  layer = 0,
  x = 120,
  y = 968,
  width = 8,
  height = 40,
  pattern = "2205",
}

tile{
  layer = 0,
  x = 72,
  y = 1008,
  width = 48,
  height = 8,
  pattern = "2203",
}

tile{
  layer = 0,
  x = 72,
  y = 968,
  width = 48,
  height = 40,
  pattern = "2202",
}

tile{
  layer = 0,
  x = 64,
  y = 968,
  width = 8,
  height = 40,
  pattern = "2204",
}

tile{
  layer = 0,
  x = 208,
  y = 968,
  width = 8,
  height = 40,
  pattern = "2205",
}

tile{
  layer = 0,
  x = 160,
  y = 1008,
  width = 48,
  height = 8,
  pattern = "2203",
}

tile{
  layer = 0,
  x = 160,
  y = 968,
  width = 48,
  height = 40,
  pattern = "2202",
}

tile{
  layer = 0,
  x = 152,
  y = 968,
  width = 8,
  height = 40,
  pattern = "2204",
}

tile{
  layer = 0,
  x = 256,
  y = 968,
  width = 8,
  height = 40,
  pattern = "2205",
}

tile{
  layer = 0,
  x = 208,
  y = 1008,
  width = 48,
  height = 8,
  pattern = "2203",
}

tile{
  layer = 0,
  x = 208,
  y = 968,
  width = 48,
  height = 40,
  pattern = "2202",
}

tile{
  layer = 0,
  x = 200,
  y = 968,
  width = 8,
  height = 40,
  pattern = "2204",
}

tile{
  layer = 0,
  x = 296,
  y = 968,
  width = 8,
  height = 40,
  pattern = "2205",
}

tile{
  layer = 0,
  x = 248,
  y = 1008,
  width = 48,
  height = 8,
  pattern = "2203",
}

tile{
  layer = 0,
  x = 248,
  y = 968,
  width = 48,
  height = 40,
  pattern = "2202",
}

tile{
  layer = 0,
  x = 240,
  y = 968,
  width = 8,
  height = 40,
  pattern = "2204",
}

tile{
  layer = 0,
  x = 336,
  y = 968,
  width = 8,
  height = 40,
  pattern = "2205",
}

tile{
  layer = 0,
  x = 288,
  y = 1008,
  width = 48,
  height = 8,
  pattern = "2203",
}

tile{
  layer = 0,
  x = 288,
  y = 968,
  width = 48,
  height = 40,
  pattern = "2202",
}

tile{
  layer = 0,
  x = 280,
  y = 968,
  width = 8,
  height = 40,
  pattern = "2204",
}

tile{
  layer = 0,
  x = 336,
  y = 1016,
  width = 8,
  height = 40,
  pattern = "2205",
}

tile{
  layer = 0,
  x = 288,
  y = 1056,
  width = 48,
  height = 8,
  pattern = "2203",
}

tile{
